ds,total_bookings,cancellations,revenue,avg_adr,avg_lead_time,avg_stay,avg_special_req,missing_rate,fulfilled_bookings,occupancy_rate,cancellation_rate,revpar,day_of_week,month,year,is_weekend
2021-12-28,41,13,22340.42,125.24,59.59,6.54,0.76,0.0,28,0.2333,0.3171,29.22,1,12,2021,0
2021-12-29,28,6,21257.62,137.94,74.0,6.14,0.5,0.0,22,0.1833,0.2143,25.28,2,12,2021,0
2021-12-30,31,12,15446.8,137.14,100.74,6.1,0.9,0.0,19,0.1583,0.3871,21.71,3,12,2021,0
2021-12-31,31,10,16689.92,130.19,102.16,6.13,0.94,0.0,21,0.175,0.3226,22.78,4,12,2021,0
2022-01-01,22,5,13418.67,129.47,105.82,6.73,1.23,0.0,17,0.1417,0.2273,18.35,5,1,2022,1
2022-01-02,16,3,11418.35,117.82,64.38,8.12,0.25,0.0,13,0.1083,0.1875,12.76,6,1,2022,1
2022-01-03,19,7,9755.56,120.0,91.42,7.26,0.79,0.0,12,0.1,0.3684,12.0,0,1,2022,0
2022-01-04,15,3,7227.45,122.8,47.8,5.47,1.07,0.0,12,0.1,0.2,12.28,1,1,2022,0
2022-01-05,14,1,8241.289999999999,111.53,68.5,6.43,0.5,0.0,13,0.1083,0.0714,12.08,2,1,2022,0
2022-01-06,14,1,10566.32,114.11,89.57,7.07,0.93,0.0,13,0.1083,0.0714,12.36,3,1,2022,0
2022-01-07,17,2,10620.99,124.24,122.06,6.29,0.71,0.0,15,0.125,0.1176,15.53,4,1,2022,0
2022-01-08,14,4,8888.68,125.47,56.64,6.64,0.79,0.0,10,0.0833,0.2857,10.45,5,1,2022,1
2022-01-09,19,2,14695.470000000001,123.74,52.95,6.42,1.05,0.0,17,0.1417,0.1053,17.53,6,1,2022,1
2022-01-10,14,3,6144.47,108.28,61.14,5.64,0.64,0.0,11,0.0917,0.2143,9.93,0,1,2022,0
2022-01-11,16,3,7742.16,137.19,83.25,4.44,1.25,0.0,13,0.1083,0.1875,14.86,1,1,2022,0
2022-01-12,13,2,11722.060000000001,158.02,55.85,6.62,0.69,0.0,11,0.0917,0.1538,14.49,2,1,2022,0
2022-01-13,13,3,7842.83,140.67,44.62,5.31,0.92,0.0,10,0.0833,0.2308,11.72,3,1,2022,0
2022-01-14,20,10,7221.360000000001,122.42,115.9,6.3,0.95,0.0,10,0.0833,0.5,10.2,4,1,2022,0
2022-01-15,16,4,8629.7,126.71,186.0,5.12,0.88,0.0,12,0.1,0.25,12.67,5,1,2022,1
2022-01-16,19,7,11312.08,131.56,65.16,7.05,1.11,0.0,12,0.1,0.3684,13.16,6,1,2022,1
2022-01-17,20,4,15053.710000000001,134.04,39.95,6.7,0.95,0.0,16,0.1333,0.2,17.87,0,1,2022,0
2022-01-18,20,5,13725.37,125.94,67.55,6.65,0.55,0.0,15,0.125,0.25,15.74,1,1,2022,0
2022-01-19,16,0,14403.18,141.16,70.0,6.31,1.06,0.0,16,0.1333,0.0,18.82,2,1,2022,0
2022-01-20,16,2,13655.74,139.94,71.12,6.12,0.69,0.0,14,0.1167,0.125,16.33,3,1,2022,0
2022-01-21,14,3,11328.44,124.18,142.64,8.0,1.43,0.0,11,0.0917,0.2143,11.39,4,1,2022,0
2022-01-22,21,5,17346.4,138.44,73.71,7.9,0.52,0.0,16,0.1333,0.2381,18.45,5,1,2022,1
2022-01-23,22,4,16796.57,142.16,74.41,6.41,0.68,0.0,18,0.15,0.1818,21.32,6,1,2022,1
2022-01-24,18,4,11480.01,115.31,108.33,7.22,0.94,0.0,14,0.1167,0.2222,13.46,0,1,2022,0
2022-01-25,20,2,13498.62,114.11,53.9,7.15,0.8,0.0,18,0.15,0.1,17.12,1,1,2022,0
2022-01-26,8,2,6597.610000000001,128.37,62.38,7.62,0.88,0.0,6,0.05,0.25,6.42,2,1,2022,0
2022-01-27,15,1,11442.02,122.5,63.67,6.4,1.07,0.0,14,0.1167,0.0667,14.3,3,1,2022,0
2022-01-28,13,1,9331.43,133.55,108.62,6.46,0.77,0.0,12,0.1,0.0769,13.36,4,1,2022,0
2022-01-29,15,3,10790.14,146.17,54.87,5.6,0.53,0.0,12,0.1,0.2,14.62,5,1,2022,1
2022-01-30,14,2,9064.64,120.35,39.79,6.79,0.93,0.0,12,0.1,0.1429,12.04,6,1,2022,1
2022-01-31,14,3,8499.539999999999,126.52,40.5,6.07,0.86,0.0,11,0.0917,0.2143,11.6,0,1,2022,0
2022-02-01,12,2,11436.32,145.48,166.17,7.0,1.08,0.0,10,0.0833,0.1667,12.12,1,2,2022,0
2022-02-02,8,2,3155.5299999999997,104.23,115.0,5.25,1.0,0.0,6,0.05,0.25,5.21,2,2,2022,0
2022-02-03,6,1,3367.21,140.65,62.0,4.83,1.17,0.0,5,0.0417,0.1667,5.87,3,2,2022,0
2022-02-04,8,2,3666.6400000000003,131.45,86.38,5.5,0.88,0.0,6,0.05,0.25,6.57,4,2,2022,0
2022-02-05,7,1,3755.23,126.74,78.0,6.0,0.43,0.0,6,0.05,0.1429,6.34,5,2,2022,1
2022-02-06,7,0,20685.15,404.86,101.0,6.57,0.86,0.0,7,0.0583,0.0,23.6,6,2,2022,1
2022-02-07,11,2,7582.450000000001,132.17,100.0,6.55,1.18,0.0,9,0.075,0.1818,9.91,0,2,2022,0
2022-02-08,17,4,11289.55,143.04,43.76,5.94,0.53,0.0,13,0.1083,0.2353,15.49,1,2,2022,0
2022-02-09,6,1,3378.86,96.28,42.17,6.17,0.17,0.0,5,0.0417,0.1667,4.01,2,2,2022,0
2022-02-10,8,3,5480.3099999999995,143.41,55.75,6.5,1.5,0.0,5,0.0417,0.375,5.98,3,2,2022,0
2022-02-11,9,4,5502.08,121.88,48.0,6.89,0.67,0.0,5,0.0417,0.4444,5.08,4,2,2022,0
2022-02-12,13,6,5115.58,129.76,197.31,5.54,0.77,0.0,7,0.0583,0.4615,7.57,5,2,2022,1
2022-02-13,10,5,3779.9300000000003,116.63,70.1,5.6,0.9,0.0,5,0.0417,0.5,4.86,6,2,2022,1
2022-02-14,7,0,6149.51,138.76,35.86,6.86,0.29,0.0,7,0.0583,0.0,8.09,0,2,2022,0
2022-02-15,14,7,6284.38,114.32,84.07,7.5,0.71,0.0,7,0.0583,0.5,6.66,1,2,2022,0
2022-02-16,8,1,7479.05,140.53,63.0,7.38,0.5,0.0,7,0.0583,0.125,8.19,2,2,2022,0
2022-02-17,19,4,15165.0,144.05,51.26,6.63,0.95,0.0,15,0.125,0.2105,18.01,3,2,2022,0
2022-02-18,14,8,4725.12,126.02,56.86,5.93,0.64,0.0,6,0.05,0.5714,6.3,4,2,2022,0
2022-02-19,12,3,6764.889999999999,133.57,93.33,6.17,0.42,0.0,9,0.075,0.25,10.02,5,2,2022,1
2022-02-20,12,3,8093.64,134.64,62.17,7.0,1.67,0.0,9,0.075,0.25,10.1,6,2,2022,1
2022-02-21,4,1,4655.97,181.7,115.5,8.25,1.75,0.0,3,0.025,0.25,4.54,0,2,2022,0
2022-02-22,9,1,11250.68,120.0,61.33,9.89,0.44,0.0,8,0.0667,0.1111,8.0,1,2,2022,0
2022-02-23,12,2,9341.560000000001,133.5,39.75,7.33,1.83,0.0,10,0.0833,0.1667,11.12,2,2,2022,0
2022-02-24,8,1,5490.36,124.0,81.38,6.62,0.75,0.0,7,0.0583,0.125,7.23,3,2,2022,0
2022-02-25,6,3,2016.4,142.44,47.67,6.17,1.0,0.0,3,0.025,0.5,3.56,4,2,2022,0
2022-02-26,9,2,9534.529999999999,152.91,167.33,8.78,1.22,0.0,7,0.0583,0.2222,8.91,5,2,2022,1
2022-02-27,11,5,7588.139999999999,139.42,80.55,6.82,0.36,0.0,6,0.05,0.4545,6.97,6,2,2022,1
2022-02-28,12,4,4687.05,109.83,70.17,6.83,0.75,0.0,8,0.0667,0.3333,7.33,0,2,2022,0
2022-03-01,6,3,2614.6,141.97,80.17,7.5,0.83,0.0,3,0.025,0.5,3.55,1,3,2022,0
2022-03-02,9,2,5437.44,109.99,91.67,7.11,1.11,0.0,7,0.0583,0.2222,6.41,2,3,2022,0
2022-03-03,9,1,7938.8,146.6,80.56,6.44,0.44,0.0,8,0.0667,0.1111,9.78,3,3,2022,0
2022-03-04,6,1,3451.23,110.42,34.5,5.83,1.33,0.0,5,0.0417,0.1667,4.6,4,3,2022,0
2022-03-05,6,2,3865.54,164.32,22.83,6.33,0.83,0.0,4,0.0333,0.3333,5.47,5,3,2022,1
2022-03-06,8,1,7479.99,122.29,93.38,8.62,0.88,0.0,7,0.0583,0.125,7.13,6,3,2022,1
2022-03-07,7,2,2227.48,112.4,67.71,3.71,1.0,0.0,5,0.0417,0.2857,4.69,0,3,2022,0
2022-03-08,5,3,869.26,141.52,156.4,5.8,1.0,0.0,2,0.0167,0.6,2.36,1,3,2022,0
2022-03-09,11,1,6850.860000000001,123.54,64.27,6.0,0.73,0.0,10,0.0833,0.0909,10.29,2,3,2022,0
2022-03-10,13,3,7823.83,125.15,65.15,5.77,1.23,0.0,10,0.0833,0.2308,10.42,3,3,2022,0
2022-03-11,2,1,1564.97,108.65,87.5,6.0,0.0,0.0,1,0.0083,0.5,0.9,4,3,2022,0
2022-03-12,9,4,2460.2799999999997,114.97,66.89,5.11,1.0,0.0,5,0.0417,0.4444,4.79,5,3,2022,1
2022-03-13,6,2,2117.25,126.84,53.83,5.67,0.33,0.0,4,0.0333,0.3333,4.22,6,3,2022,1
2022-03-14,7,1,6262.76,137.63,88.86,6.71,0.86,0.0,6,0.05,0.1429,6.88,0,3,2022,0
2022-03-15,6,4,2234.58,130.94,71.67,7.17,0.67,0.0,2,0.0167,0.6667,2.19,1,3,2022,0
2022-03-16,5,1,1743.3400000000001,116.49,101.6,5.2,0.6,0.0,4,0.0333,0.2,3.88,2,3,2022,0
2022-03-17,7,2,3841.12,113.55,67.43,7.57,0.71,0.0,5,0.0417,0.2857,4.74,3,3,2022,0
2022-03-18,11,3,7381.51,132.15,74.36,6.0,1.0,0.0,8,0.0667,0.2727,8.81,4,3,2022,0
2022-03-19,4,2,1650.25,101.04,22.5,5.5,0.0,0.0,2,0.0167,0.5,1.69,5,3,2022,1
2022-03-20,6,0,7361.01,157.53,105.83,7.5,2.33,0.0,6,0.05,0.0,7.88,6,3,2022,1
2022-03-21,6,3,2999.15,123.55,34.33,8.67,0.5,0.0,3,0.025,0.5,3.09,0,3,2022,0
2022-03-22,10,1,6611.75,110.86,91.9,6.6,0.8,0.0,9,0.075,0.1,8.31,1,3,2022,0
2022-03-23,9,1,7631.67,145.23,114.78,6.78,1.11,0.0,8,0.0667,0.1111,9.69,2,3,2022,0
2022-03-24,7,2,3458.33,130.96,124.57,5.71,1.29,0.0,5,0.0417,0.2857,5.46,3,3,2022,0
2022-03-25,7,2,3264.76,139.2,95.57,5.57,1.71,0.0,5,0.0417,0.2857,5.8,4,3,2022,0
2022-03-26,8,0,9518.62,161.89,51.38,6.88,1.0,0.0,8,0.0667,0.0,10.8,5,3,2022,1
2022-03-27,2,0,2407.8599999999997,153.76,43.5,8.0,0.0,0.0,2,0.0167,0.0,2.57,6,3,2022,1
2022-03-28,13,1,5957.99,112.39,105.31,4.62,0.23,0.0,12,0.1,0.0769,11.24,0,3,2022,0
2022-03-29,3,0,2011.6200000000001,120.39,55.0,5.0,1.0,0.0,3,0.025,0.0,3.01,1,3,2022,0
2022-03-30,13,5,6218.15,132.32,37.15,7.31,1.77,0.0,8,0.0667,0.3846,8.83,2,3,2022,0
2022-03-31,3,1,754.2,64.3,65.0,9.0,1.67,0.0,2,0.0167,0.3333,1.07,3,3,2022,0
2022-04-01,13,1,12742.25,136.15,94.54,7.46,1.08,0.0,12,0.1,0.0769,13.62,4,4,2022,0
2022-04-02,12,5,5546.71,150.72,41.08,6.08,0.83,0.0,7,0.0583,0.4167,8.79,5,4,2022,1
2022-04-03,10,3,8445.380000000001,184.45,65.3,6.8,1.0,0.0,7,0.0583,0.3,10.75,6,4,2022,1
2022-04-04,12,2,10131.14,136.39,43.25,7.83,0.42,0.0,10,0.0833,0.1667,11.36,0,4,2022,0
2022-04-05,12,4,5393.67,110.35,72.83,8.17,0.83,0.0,8,0.0667,0.3333,7.36,1,4,2022,0
2022-04-06,7,0,6105.13,149.76,58.43,5.86,0.86,0.0,7,0.0583,0.0,8.73,2,4,2022,0
2022-04-07,11,1,9301.9,143.34,97.36,6.82,1.0,0.0,10,0.0833,0.0909,11.94,3,4,2022,0
2022-04-08,11,2,5943.88,123.8,67.18,5.45,0.82,0.0,9,0.075,0.1818,9.28,4,4,2022,0
2022-04-09,12,3,7914.13,141.38,80.83,6.58,0.5,0.0,9,0.075,0.25,10.6,5,4,2022,1
2022-04-10,4,2,2452.2,109.55,31.25,5.5,0.0,0.0,2,0.0167,0.5,1.83,6,4,2022,1
2022-04-11,11,4,3426.12,130.86,99.73,5.0,1.18,0.0,7,0.0583,0.3636,7.63,0,4,2022,0
2022-04-12,13,1,7362.69,111.82,70.0,5.54,0.46,0.0,12,0.1,0.0769,11.18,1,4,2022,0
2022-04-13,10,4,4669.74,256.02,76.3,6.2,0.5,0.0,6,0.05,0.4,12.8,2,4,2022,0
2022-04-14,10,3,6828.7,126.69,47.6,6.6,0.3,0.0,7,0.0583,0.3,7.39,3,4,2022,0
2022-04-15,13,3,8604.279999999999,130.05,93.77,5.85,0.69,0.0,10,0.0833,0.2308,10.83,4,4,2022,0
2022-04-16,9,1,10327.53,159.08,65.0,7.78,0.78,0.0,8,0.0667,0.1111,10.61,5,4,2022,1
2022-04-17,11,1,7278.46,139.45,30.55,4.91,0.82,0.0,10,0.0833,0.0909,11.62,6,4,2022,1
2022-04-18,12,1,10116.52,152.56,69.25,5.67,0.17,0.0,11,0.0917,0.0833,13.99,0,4,2022,0
2022-04-19,6,0,15568.630000000001,388.16,68.83,6.0,0.67,0.0,6,0.05,0.0,19.41,1,4,2022,0
2022-04-20,12,0,11907.15,137.58,41.67,6.92,0.67,0.0,12,0.1,0.0,13.76,2,4,2022,0
2022-04-21,7,1,4219.45,94.09,75.86,7.71,1.14,0.0,6,0.05,0.1429,4.7,3,4,2022,0
2022-04-22,15,3,8852.68,122.78,69.0,6.2,0.93,0.0,12,0.1,0.2,12.28,4,4,2022,0
2022-04-23,11,2,6736.68,119.56,49.45,7.0,0.91,0.0,9,0.075,0.1818,8.97,5,4,2022,1
2022-04-24,13,3,6994.1900000000005,129.37,50.31,5.08,0.92,0.0,10,0.0833,0.2308,10.78,6,4,2022,1
2022-04-25,9,1,6325.2699999999995,131.73,78.89,6.56,1.22,0.0,8,0.0667,0.1111,8.79,0,4,2022,0
2022-04-26,10,4,5481.0,147.59,69.8,7.3,0.7,0.0,6,0.05,0.4,7.38,1,4,2022,0
2022-04-27,10,0,6260.7,120.06,97.4,5.1,0.3,0.0,10,0.0833,0.0,10.0,2,4,2022,0
2022-04-28,7,2,3186.45,128.62,52.71,4.57,1.0,0.0,5,0.0417,0.2857,5.36,3,4,2022,0
2022-04-29,10,3,6280.47,139.01,85.4,7.4,0.6,0.0,7,0.0583,0.3,8.1,4,4,2022,0
2022-04-30,13,6,6460.6900000000005,109.75,159.31,7.77,1.0,0.0,7,0.0583,0.4615,6.4,5,4,2022,1
2022-05-01,11,3,7730.94,144.99,64.55,6.91,0.73,0.0,8,0.0667,0.2727,9.67,6,5,2022,1
2022-05-02,14,4,10172.31,124.09,73.36,7.14,0.57,0.0,10,0.0833,0.2857,10.34,0,5,2022,0
2022-05-03,17,3,9191.6,121.24,75.06,5.76,0.59,0.0,14,0.1167,0.1765,14.15,1,5,2022,0
2022-05-04,24,5,16244.289999999999,130.4,67.88,6.21,0.62,0.0,19,0.1583,0.2083,20.64,2,5,2022,0
2022-05-05,17,2,11144.04,221.67,66.41,6.41,0.47,0.0,15,0.125,0.1176,27.71,3,5,2022,0
2022-05-06,11,5,4327.900000000001,122.83,78.0,6.36,0.36,0.0,6,0.05,0.4545,6.14,4,5,2022,0
2022-05-07,15,3,10732.55,148.36,69.67,6.67,1.0,0.0,12,0.1,0.2,14.84,5,5,2022,1
2022-05-08,19,7,11001.27,139.11,43.84,6.63,0.74,0.0,12,0.1,0.3684,13.91,6,5,2022,1
2022-05-09,22,4,8703.16,119.49,64.41,4.36,0.45,0.0,18,0.15,0.1818,17.92,0,5,2022,0
2022-05-10,17,7,8067.28,114.82,57.71,6.71,0.65,0.0,10,0.0833,0.4118,9.56,1,5,2022,0
2022-05-11,11,5,5255.4400000000005,135.25,161.09,6.36,0.36,0.0,6,0.05,0.4545,6.76,2,5,2022,0
2022-05-12,15,2,9108.630000000001,143.54,75.0,5.13,1.6,0.0,13,0.1083,0.1333,15.55,3,5,2022,0
2022-05-13,21,5,12344.31,120.16,79.38,6.1,0.67,0.0,16,0.1333,0.2381,16.02,4,5,2022,0
2022-05-14,11,3,7076.16,120.62,49.0,8.27,0.45,0.0,8,0.0667,0.2727,8.05,5,5,2022,1
2022-05-15,20,6,15545.19,137.56,88.8,6.85,0.8,0.0,14,0.1167,0.3,16.05,6,5,2022,1
2022-05-16,22,9,12638.98,146.68,74.23,5.77,0.45,0.0,13,0.1083,0.4091,15.89,0,5,2022,0
2022-05-17,18,2,25239.53,196.14,51.22,6.0,1.11,0.0,16,0.1333,0.1111,26.15,1,5,2022,0
2022-05-18,20,1,15339.02,147.09,55.0,5.75,0.75,0.0,19,0.1583,0.05,23.28,2,5,2022,0
2022-05-19,19,9,8090.44,135.56,69.84,6.26,0.84,0.0,10,0.0833,0.4737,11.29,3,5,2022,0
2022-05-20,23,9,16447.14,190.78,78.48,6.0,1.22,0.0,14,0.1167,0.3913,22.26,4,5,2022,0
2022-05-21,17,1,14626.49,143.84,65.76,6.53,0.82,0.0,16,0.1333,0.0588,19.17,5,5,2022,1
2022-05-22,16,4,8617.62,123.1,63.25,6.5,0.62,0.0,12,0.1,0.25,12.31,6,5,2022,1
2022-05-23,15,5,7587.36,213.51,54.2,5.2,0.27,0.0,10,0.0833,0.3333,17.79,0,5,2022,0
2022-05-24,12,4,5003.6,139.25,52.08,4.83,0.58,0.0,8,0.0667,0.3333,9.29,1,5,2022,0
2022-05-25,23,6,12587.74,129.97,45.0,6.48,0.65,0.0,17,0.1417,0.2609,18.42,2,5,2022,0
2022-05-26,11,1,7634.38,137.54,76.27,6.09,0.64,0.0,10,0.0833,0.0909,11.46,3,5,2022,0
2022-05-27,14,3,8296.62,107.77,84.14,6.21,0.93,0.0,11,0.0917,0.2143,9.88,4,5,2022,0
2022-05-28,18,4,10038.609999999999,138.05,51.94,5.28,1.33,0.0,14,0.1167,0.2222,16.11,5,5,2022,1
2022-05-29,20,6,12748.06,132.85,72.35,7.5,1.0,0.0,14,0.1167,0.3,15.5,6,5,2022,1
2022-05-30,21,2,17615.48,127.04,57.76,7.33,1.14,0.0,19,0.1583,0.0952,20.11,0,5,2022,0
2022-05-31,17,6,9546.48,134.91,63.06,6.47,0.94,0.0,11,0.0917,0.3529,12.37,1,5,2022,0
2022-06-01,22,3,14209.380000000001,137.71,61.55,5.68,1.14,0.0,19,0.1583,0.1364,21.8,2,6,2022,0
2022-06-02,37,10,26932.39,131.22,92.62,7.46,0.65,0.0,27,0.225,0.2703,29.52,3,6,2022,0
2022-06-03,22,7,16280.140000000001,144.7,84.23,7.18,0.55,0.0,15,0.125,0.3182,18.09,4,6,2022,0
2022-06-04,24,11,23436.780000000002,202.45,121.29,8.12,0.71,0.0,13,0.1083,0.4583,21.93,5,6,2022,1
2022-06-05,32,9,21178.08,131.44,69.44,6.91,1.31,0.0,23,0.1917,0.2812,25.2,6,6,2022,1
2022-06-06,32,10,19316.850000000002,145.69,87.22,6.22,0.62,0.0,22,0.1833,0.3125,26.7,0,6,2022,0
2022-06-07,28,6,20635.83,138.46,69.39,6.61,0.89,0.0,22,0.1833,0.2143,25.38,1,6,2022,0
2022-06-08,31,7,20649.53,131.22,59.87,7.0,0.65,0.0,24,0.2,0.2258,26.24,2,6,2022,0
2022-06-09,29,12,19922.010000000002,129.49,67.38,7.24,0.52,0.0,17,0.1417,0.4138,18.35,3,6,2022,0
2022-06-10,32,13,19624.78,127.49,54.91,6.91,0.97,0.0,19,0.1583,0.4062,20.18,4,6,2022,0
2022-06-11,25,7,16805.74,141.6,79.32,7.0,1.0,0.0,18,0.15,0.28,21.24,5,6,2022,1
2022-06-12,32,5,24900.05,149.4,60.69,6.19,0.69,0.0,27,0.225,0.1562,33.62,6,6,2022,1
2022-06-13,22,8,12931.91,142.05,120.55,6.73,0.64,0.0,14,0.1167,0.3636,16.58,0,6,2022,0
2022-06-14,17,2,17029.17,150.77,53.47,7.35,1.06,0.0,15,0.125,0.1176,18.85,1,6,2022,0
2022-06-15,20,5,12593.83,132.26,82.75,6.9,0.5,0.0,15,0.125,0.25,16.53,2,6,2022,0
2022-06-16,22,3,19876.18,132.08,82.5,7.86,1.45,0.0,19,0.1583,0.1364,20.91,3,6,2022,0
2022-06-17,31,7,21474.24,162.09,59.29,6.52,0.9,0.0,24,0.2,0.2258,32.42,4,6,2022,0
2022-06-18,26,7,23664.86,165.1,88.77,6.46,0.58,0.0,19,0.1583,0.2692,26.14,5,6,2022,1
2022-06-19,25,13,10757.41,144.33,68.48,6.24,0.96,0.0,12,0.1,0.52,14.43,6,6,2022,1
2022-06-20,26,5,20927.55,136.45,126.08,7.62,0.73,0.0,21,0.175,0.1923,23.88,0,6,2022,0
2022-06-21,26,6,17347.48,137.88,55.0,6.46,0.58,0.0,20,0.1667,0.2308,22.98,1,6,2022,0
2022-06-22,27,7,18351.14,148.74,98.3,6.7,0.67,0.0,20,0.1667,0.2593,24.79,2,6,2022,0
2022-06-23,31,5,44689.28,207.58,55.35,7.1,0.58,0.0,26,0.2167,0.1613,44.98,3,6,2022,0
2022-06-24,19,7,8422.41,139.63,145.05,6.11,0.89,0.0,12,0.1,0.3684,13.96,4,6,2022,0
2022-06-25,26,5,18280.97,146.78,81.85,6.46,1.23,0.0,21,0.175,0.1923,25.69,5,6,2022,1
2022-06-26,23,10,11471.68,135.19,63.78,6.13,0.65,0.0,13,0.1083,0.4348,14.64,6,6,2022,1
2022-06-27,31,6,24989.04,200.38,65.03,6.55,0.84,0.0,25,0.2083,0.1935,41.74,0,6,2022,0
2022-06-28,27,5,28167.11,227.45,183.93,6.19,0.59,0.0,22,0.1833,0.1852,41.69,1,6,2022,0
2022-06-29,26,5,17708.24,126.73,96.96,6.77,0.73,0.0,21,0.175,0.1923,22.18,2,6,2022,0
2022-06-30,24,9,9089.69,129.88,68.04,5.75,1.29,0.0,15,0.125,0.375,16.24,3,6,2022,0
2022-07-01,50,12,36591.27,143.96,86.04,6.6,1.18,0.0,38,0.3167,0.24,45.59,4,7,2022,0
2022-07-02,39,7,26505.91,145.21,100.21,5.97,1.03,0.0,32,0.2667,0.1795,38.73,5,7,2022,1
2022-07-03,40,12,28286.899999999998,150.0,72.78,6.78,0.78,0.0,28,0.2333,0.3,35.0,6,7,2022,1
2022-07-04,31,8,17816.8,137.69,68.0,6.26,0.9,0.0,23,0.1917,0.2581,26.4,0,7,2022,0
2022-07-05,31,6,18156.97,124.11,77.48,6.42,1.26,0.0,25,0.2083,0.1935,25.85,1,7,2022,0
2022-07-06,44,10,33418.22,142.98,82.02,7.02,0.82,0.0,34,0.2833,0.2273,40.51,2,7,2022,0
2022-07-07,34,7,28476.46,119.37,60.41,8.15,0.91,0.0,27,0.225,0.2059,26.86,3,7,2022,0
2022-07-08,40,8,31253.16,140.9,77.85,7.1,0.95,0.0,32,0.2667,0.2,37.58,4,7,2022,0
2022-07-09,26,10,14590.62,151.04,49.19,5.77,1.19,0.0,16,0.1333,0.3846,20.13,5,7,2022,1
2022-07-10,44,11,33667.76,148.3,49.02,6.86,1.25,0.0,33,0.275,0.25,40.78,6,7,2022,1
2022-07-11,46,15,24587.27,136.56,76.59,6.28,0.91,0.0,31,0.2583,0.3261,35.27,0,7,2022,0
2022-07-12,29,5,19885.510000000002,145.45,85.24,5.72,0.79,0.0,24,0.2,0.1724,29.09,1,7,2022,0
2022-07-13,30,6,26307.09,153.21,71.07,6.13,0.8,0.0,24,0.2,0.2,30.64,2,7,2022,0
2022-07-14,34,8,24893.85,130.01,63.47,6.97,0.82,0.0,26,0.2167,0.2353,28.17,3,7,2022,0
2022-07-15,47,12,26106.239999999998,130.27,88.32,5.7,0.83,0.0,35,0.2917,0.2553,38.0,4,7,2022,0
2022-07-16,30,8,23992.09,158.01,77.7,6.47,0.5,0.0,22,0.1833,0.2667,28.96,5,7,2022,1
2022-07-17,34,7,26844.739999999998,151.25,76.71,6.71,0.94,0.0,27,0.225,0.2059,34.03,6,7,2022,1
2022-07-18,27,6,18627.96,147.85,73.22,6.11,1.04,0.0,21,0.175,0.2222,25.87,0,7,2022,0
2022-07-19,34,6,26072.27,142.95,74.56,6.0,0.59,0.0,28,0.2333,0.1765,33.35,1,7,2022,0
2022-07-20,28,7,16474.39,145.5,66.64,5.5,0.96,0.0,21,0.175,0.25,25.46,2,7,2022,0
2022-07-21,34,9,23956.3,129.98,95.21,7.35,1.24,0.0,25,0.2083,0.2647,27.07,3,7,2022,0
2022-07-22,35,8,22554.51,137.85,63.2,6.17,1.11,0.0,27,0.225,0.2286,31.02,4,7,2022,0
2022-07-23,30,8,20549.39,137.92,69.8,6.37,1.0,0.0,22,0.1833,0.2667,25.28,5,7,2022,1
2022-07-24,39,5,35888.81,156.01,71.92,6.85,0.46,0.0,34,0.2833,0.1282,44.2,6,7,2022,1
2022-07-25,31,9,23617.6,183.06,60.29,7.16,1.13,0.0,22,0.1833,0.2903,33.55,0,7,2022,0
2022-07-26,45,14,33805.93,146.39,56.38,6.2,1.02,0.0,31,0.2583,0.3111,37.81,1,7,2022,0
2022-07-27,42,10,32299.86,149.1,86.62,7.4,0.93,0.0,32,0.2667,0.2381,39.76,2,7,2022,0
2022-07-28,33,7,38775.82,185.05,57.06,7.06,1.18,0.0,26,0.2167,0.2121,40.1,3,7,2022,0
2022-07-29,31,8,25130.010000000002,139.4,85.55,7.81,1.06,0.0,23,0.1917,0.2581,26.72,4,7,2022,0
2022-07-30,41,9,32269.64,169.37,56.83,6.27,0.66,0.0,32,0.2667,0.2195,45.17,5,7,2022,1
2022-07-31,37,8,23243.25,131.1,66.7,5.73,0.86,0.0,29,0.2417,0.2162,31.69,6,7,2022,1
2022-08-01,42,12,38619.85,205.19,107.12,6.1,1.1,0.0,30,0.25,0.2857,51.3,0,8,2022,0
2022-08-02,44,9,33757.17,147.0,110.89,6.02,0.89,0.0,35,0.2917,0.2045,42.88,1,8,2022,0
2022-08-03,39,5,34504.05,155.72,57.49,7.03,0.64,0.0,34,0.2833,0.1282,44.12,2,8,2022,0
2022-08-04,57,13,39258.71,143.05,66.46,5.7,0.67,0.0,44,0.3667,0.2281,52.46,3,8,2022,0
2022-08-05,32,8,20989.39,141.86,139.66,6.84,0.66,0.0,24,0.2,0.25,28.37,4,8,2022,0
2022-08-06,38,9,31446.74,169.74,146.89,6.87,0.87,0.0,29,0.2417,0.2368,41.03,5,8,2022,1
2022-08-07,42,13,22576.62,150.26,94.74,5.71,0.98,0.0,29,0.2417,0.3095,36.32,6,8,2022,1
2022-08-08,39,6,30137.3,130.38,76.54,6.85,1.03,0.0,33,0.275,0.1538,35.85,0,8,2022,0
2022-08-09,48,14,30263.31,134.54,100.98,6.81,1.08,0.0,34,0.2833,0.2917,38.12,1,8,2022,0
2022-08-10,29,9,18299.31,134.48,132.0,6.79,1.45,0.0,20,0.1667,0.3103,22.42,2,8,2022,0
2022-08-11,47,12,36366.97,156.32,79.06,6.98,0.79,0.0,35,0.2917,0.2553,45.6,3,8,2022,0
