ds,temperature_c,precipitation_mm,local_events,holiday_flag,competitor_adr,cpi_yoy,consumer_confidence,search_trend
2021-03-03,19.5,2.3,1,0,110.18,1.18,80.5,50.1
2021-03-04,18.7,8.1,0,0,100.1,1.52,84.6,55.9
2021-03-05,20.0,3.0,0,0,118.91,1.46,86.4,60.8
2021-03-06,20.0,13.5,0,0,112.06,2.52,83.7,66.0
2021-03-07,17.6,11.9,0,0,133.27,1.87,84.8,61.1
2021-03-08,19.0,2.9,0,0,104.1,1.84,82.7,64.1
2021-03-09,17.4,13.6,0,0,127.62,1.59,82.3,51.6
2021-03-10,22.5,7.7,1,0,126.45,1.52,83.8,58.5
2021-03-11,17.7,7.2,0,0,129.03,1.94,84.8,54.2
2021-03-12,17.7,6.1,0,0,101.95,1.94,83.5,65.3
2021-03-13,19.1,1.3,0,0,151.14,1.13,82.3,66.4
2021-03-14,21.0,20.6,0,0,170.36,1.76,84.6,60.2
2021-03-15,17.6,5.7,0,0,120.02,1.42,85.0,66.1
2021-03-16,18.3,5.9,0,0,108.06,1.61,80.7,55.8
2021-03-17,18.5,2.4,0,0,114.61,1.99,84.0,55.5
2021-03-18,22.2,17.0,0,0,113.73,1.6,85.4,63.5
2021-03-19,20.0,15.3,0,0,149.88,1.52,83.4,64.2
2021-03-20,20.1,17.7,0,0,78.46,1.16,85.1,60.2
2021-03-21,19.7,6.9,0,0,101.62,1.44,83.9,66.6
2021-03-22,23.9,1.5,1,0,114.26,1.22,85.1,78.3
2021-03-23,19.0,10.0,0,0,111.58,1.78,86.1,59.7
2021-03-24,22.1,9.6,0,0,97.43,1.08,86.7,63.4
2021-03-25,22.0,3.5,0,0,108.43,1.67,81.6,62.9
2021-03-26,19.6,1.3,0,0,121.36,1.35,81.0,57.2
2021-03-27,22.0,4.4,0,0,117.2,1.08,81.8,61.2
2021-03-28,22.5,0.5,0,0,130.47,1.84,84.9,67.5
2021-03-29,20.1,13.6,0,0,81.99,1.56,85.9,66.7
2021-03-30,23.0,4.0,0,0,134.44,1.41,86.3,74.6
2021-03-31,20.9,2.3,0,0,141.05,1.44,82.4,58.2
2021-04-01,19.7,5.8,0,0,139.62,0.93,83.8,62.6
2021-04-02,21.1,4.0,0,0,146.52,1.47,88.8,63.1
2021-04-03,22.6,10.7,0,0,126.44,1.43,85.7,62.1
2021-04-04,20.5,1.8,0,0,139.12,1.02,85.2,65.4
2021-04-05,22.7,0.6,0,0,113.64,1.48,83.5,76.3
2021-04-06,22.8,1.9,0,0,135.51,1.64,88.8,71.4
2021-04-07,21.0,2.0,0,0,118.01,1.79,84.3,59.4
2021-04-08,22.3,5.1,0,0,95.56,1.36,82.3,70.4
2021-04-09,21.6,5.6,0,0,121.89,1.9,83.7,64.4
2021-04-10,22.1,2.4,0,1,98.14,1.82,84.8,75.1
2021-04-11,22.9,0.7,0,1,124.5,1.49,83.0,68.9
2021-04-12,23.4,0.1,1,0,115.92,1.57,84.4,70.2
2021-04-13,22.5,6.4,0,0,120.7,0.95,86.9,65.2
2021-04-14,22.5,3.4,0,0,106.36,2.14,82.6,73.5
2021-04-15,24.0,3.6,1,0,125.43,1.38,88.9,69.8
2021-04-16,21.4,3.0,0,0,143.05,1.23,86.9,74.7
2021-04-17,23.7,0.5,0,0,137.97,1.48,84.0,75.3
2021-04-18,24.4,6.4,0,0,116.78,1.44,86.4,72.5
2021-04-19,24.8,4.5,0,0,118.12,1.52,87.4,78.5
2021-04-20,23.7,0.2,0,0,88.84,1.39,85.8,66.3
2021-04-21,25.8,6.7,0,0,124.57,1.25,88.9,77.0
2021-04-22,24.7,0.2,0,0,117.67,1.24,87.2,76.5
2021-04-23,25.4,4.3,0,0,105.22,1.66,84.0,78.1
2021-04-24,22.5,0.3,0,0,113.7,1.43,86.0,83.1
2021-04-25,22.7,0.4,0,1,115.24,2.13,88.0,72.3
2021-04-26,22.3,2.5,0,0,157.84,1.85,83.3,73.7
2021-04-27,23.6,0.3,1,0,101.94,1.84,87.8,70.5
2021-04-28,24.3,5.3,0,0,123.12,1.75,84.5,72.5
2021-04-29,22.7,2.6,0,0,122.69,1.47,90.2,74.1
2021-04-30,25.1,0.4,1,0,92.94,1.7,86.2,84.3
2021-05-01,25.1,3.8,0,1,137.4,1.67,86.7,73.4
2021-05-02,23.7,1.4,0,0,104.31,1.27,88.5,80.9
2021-05-03,24.1,0.5,1,0,118.51,1.64,84.2,66.3
2021-05-04,25.9,0.7,0,0,128.83,1.65,90.0,72.6
2021-05-05,26.0,1.2,0,0,113.94,0.99,83.9,79.1
2021-05-06,26.5,0.7,0,0,106.0,1.36,88.3,72.0
2021-05-07,26.4,6.0,0,0,126.15,1.87,90.3,74.3
2021-05-08,24.1,1.4,0,0,169.46,1.61,90.0,78.6
2021-05-09,26.3,0.3,0,0,119.06,1.09,86.8,85.7
2021-05-10,24.5,13.6,1,0,116.37,1.87,92.5,79.6
2021-05-11,26.7,2.8,0,0,130.26,2.08,86.5,81.1
2021-05-12,27.0,3.8,0,0,98.24,1.09,87.1,78.6
2021-05-13,28.1,0.1,0,0,120.3,1.55,86.2,80.4
2021-05-14,25.5,0.8,0,0,139.17,1.65,85.6,86.7
2021-05-15,24.7,2.4,0,0,125.36,1.52,88.6,92.5
2021-05-16,25.3,3.2,0,0,128.98,1.69,91.0,76.9
2021-05-17,26.9,1.1,1,0,127.85,0.86,86.5,78.9
2021-05-18,26.2,2.8,1,0,110.59,1.35,88.0,81.3
2021-05-19,28.6,5.0,0,0,98.11,1.55,90.1,77.2
2021-05-20,24.9,0.4,0,0,123.15,1.73,87.0,85.0
2021-05-21,26.4,1.3,0,0,140.8,2.59,85.5,82.2
2021-05-22,25.6,0.7,0,0,147.49,1.24,88.0,76.7
2021-05-23,26.9,1.3,0,0,152.93,1.14,86.6,76.5
2021-05-24,27.2,0.1,0,0,90.32,1.85,89.3,82.7
2021-05-25,26.9,1.1,0,0,95.01,1.48,87.5,85.6
2021-05-26,27.3,0.0,0,0,124.35,1.28,89.9,82.4
2021-05-27,28.0,0.2,0,0,107.51,0.93,87.4,88.5
2021-05-28,29.2,4.3,0,0,113.2,1.51,86.4,71.5
2021-05-29,28.1,0.8,0,0,114.65,1.08,89.6,79.9
2021-05-30,25.9,0.1,0,0,95.21,1.73,89.1,81.6
2021-05-31,27.1,2.1,0,0,113.28,1.23,88.1,76.6
2021-06-01,28.7,3.6,1,0,148.42,2.04,91.2,85.0
2021-06-02,27.3,0.9,0,0,125.02,2.46,86.7,84.2
2021-06-03,29.6,0.5,1,0,127.78,2.01,87.7,79.0
2021-06-04,28.1,2.3,0,0,132.72,1.63,88.9,78.1
2021-06-05,28.1,0.5,0,0,136.65,1.73,87.8,80.7
2021-06-06,29.7,0.9,0,0,116.67,1.03,89.9,84.8
2021-06-07,25.4,0.2,0,0,139.39,1.85,87.1,85.2
2021-06-08,29.5,0.7,0,0,145.85,1.68,89.5,81.1
2021-06-09,29.8,0.5,0,0,136.17,1.4,91.0,77.8
2021-06-10,27.4,1.4,0,1,163.22,1.1,91.5,85.7
2021-06-11,27.7,0.9,1,0,138.24,1.55,87.4,82.9
2021-06-12,28.3,0.3,0,0,100.33,1.62,91.2,84.1
2021-06-13,28.8,0.0,0,0,135.75,1.4,90.7,87.6
2021-06-14,27.3,0.7,0,0,129.08,1.44,88.5,82.4
2021-06-15,28.4,0.2,0,0,132.88,1.13,91.0,85.4
2021-06-16,28.7,1.6,0,0,153.46,2.05,88.3,87.1
2021-06-17,26.3,0.7,1,0,117.73,0.92,89.5,91.6
2021-06-18,26.9,4.6,1,0,152.85,1.16,92.4,91.8
2021-06-19,29.1,0.8,0,0,145.87,1.58,90.5,89.9
2021-06-20,26.4,2.8,0,0,147.23,1.15,88.0,87.3
2021-06-21,28.8,1.3,0,0,116.32,1.32,90.5,81.4
2021-06-22,26.7,0.7,1,0,110.3,1.4,89.0,84.4
2021-06-23,27.4,0.2,0,0,113.08,1.06,91.3,76.7
2021-06-24,26.4,4.0,0,0,194.56,2.24,90.3,88.4
2021-06-25,26.8,2.7,0,0,141.83,1.33,88.1,84.1
2021-06-26,27.7,0.1,0,0,142.4,1.37,86.7,86.8
2021-06-27,27.8,1.1,1,0,127.13,1.71,92.7,89.2
2021-06-28,26.9,0.2,0,0,121.1,1.86,95.3,84.7
2021-06-29,29.5,1.5,0,0,143.42,1.43,89.2,79.1
2021-06-30,28.2,3.2,1,0,118.4,1.28,91.0,83.1
2021-07-01,28.0,2.6,1,0,128.69,1.79,90.7,85.7
2021-07-02,26.6,0.2,0,0,135.86,1.52,91.6,86.4
2021-07-03,27.3,0.3,0,0,168.0,1.1,92.8,82.6
2021-07-04,29.6,0.2,1,0,151.08,1.28,93.2,87.4
2021-07-05,27.1,2.0,0,0,125.17,1.79,90.1,87.5
2021-07-06,28.5,1.8,0,0,124.62,0.83,88.9,87.6
2021-07-07,26.3,0.1,0,0,242.52,1.53,88.7,94.0
2021-07-08,28.4,1.3,0,0,158.07,1.45,92.9,86.9
2021-07-09,30.6,1.7,0,0,125.44,1.69,93.3,85.3
2021-07-10,30.0,1.5,0,0,141.7,1.69,93.2,85.1
2021-07-11,25.8,0.2,0,0,120.79,1.83,92.3,85.0
2021-07-12,28.6,1.3,0,0,146.76,1.39,93.2,85.6
2021-07-13,25.0,3.4,1,0,144.15,1.18,91.2,81.5
2021-07-14,27.1,0.0,0,0,158.92,1.27,89.4,71.2
2021-07-15,29.3,2.9,0,0,136.71,1.5,87.5,83.5
2021-07-16,27.6,0.5,0,0,105.9,1.22,90.1,83.7
2021-07-17,25.3,1.1,0,0,165.87,1.33,90.3,84.3
2021-07-18,29.3,0.9,0,0,135.03,1.36,95.5,88.8
2021-07-19,26.5,0.1,0,0,141.66,1.35,94.3,87.8
2021-07-20,27.4,0.2,0,0,133.59,1.05,96.0,87.6
2021-07-21,26.7,0.1,0,0,131.42,1.37,93.5,94.4
2021-07-22,27.5,3.1,0,0,114.73,1.87,90.3,77.9
2021-07-23,25.2,1.0,0,0,143.19,1.66,95.1,86.5
2021-07-24,28.1,0.9,0,0,119.72,1.22,91.9,99.4
2021-07-25,27.4,1.3,0,0,242.77,1.65,90.5,86.9
2021-07-26,24.5,2.7,0,0,208.75,1.05,91.3,85.5
2021-07-27,27.1,4.2,0,0,132.19,1.32,93.4,83.4
2021-07-28,24.9,2.0,0,0,143.33,1.43,91.1,78.3
2021-07-29,25.2,0.0,0,0,115.46,1.42,95.8,81.0
2021-07-30,27.1,0.7,0,0,115.36,1.47,95.4,90.8
2021-07-31,26.1,3.9,0,0,169.58,0.75,92.7,77.2
2021-08-01,24.9,1.2,0,0,129.37,1.42,92.7,84.5
2021-08-02,23.2,1.8,0,0,181.08,1.05,94.6,83.6
2021-08-03,26.7,0.2,1,0,132.51,1.5,94.5,71.1
2021-08-04,27.1,0.7,0,0,154.36,1.75,91.7,77.6
2021-08-05,25.4,1.2,0,0,144.48,1.28,91.1,88.9
2021-08-06,23.8,3.0,0,0,157.71,1.86,89.8,80.4
2021-08-07,27.7,3.8,0,0,152.3,1.51,88.9,80.4
2021-08-08,26.4,1.4,0,0,139.11,1.41,93.1,80.8
2021-08-09,28.5,6.6,1,0,135.97,1.05,90.1,75.6
2021-08-10,23.8,3.4,0,0,136.77,1.26,91.8,79.2
2021-08-11,23.2,2.6,0,0,162.21,1.45,90.9,71.2
2021-08-12,23.2,1.2,0,0,133.52,1.37,90.2,76.0
2021-08-13,26.5,1.2,0,0,115.81,1.45,97.4,76.6
2021-08-14,24.0,0.3,1,0,156.25,1.16,88.2,84.5
2021-08-15,22.7,4.5,0,1,163.57,1.33,93.4,80.0
2021-08-16,25.6,0.1,0,0,125.37,1.68,93.6,77.0
2021-08-17,26.6,0.2,0,0,164.32,2.17,87.8,75.9
2021-08-18,26.7,0.4,0,0,143.33,1.02,92.2,81.2
2021-08-19,25.1,1.1,1,0,137.42,1.54,93.7,81.4
2021-08-20,25.1,0.5,1,0,163.03,1.17,93.1,74.5
2021-08-21,24.8,4.8,0,0,167.78,1.11,90.2,72.7
2021-08-22,21.9,1.2,0,0,132.37,1.29,95.6,77.4
2021-08-23,22.6,0.2,1,0,150.3,2.0,95.1,84.5
2021-08-24,21.6,4.8,0,0,142.34,2.07,93.4,77.8
2021-08-25,23.4,10.6,0,0,133.32,1.41,92.5,75.0
2021-08-26,24.6,1.4,1,0,115.04,0.9,91.5,83.6
2021-08-27,21.9,8.5,0,0,154.57,1.67,95.8,68.9
2021-08-28,22.2,7.3,0,0,154.54,1.52,92.4,77.1
2021-08-29,24.3,1.7,1,0,146.39,1.64,88.7,74.9
2021-08-30,25.0,0.0,0,0,132.1,1.35,93.2,77.6
2021-08-31,23.9,1.1,0,0,128.72,1.55,95.3,81.9
2021-09-01,22.1,0.0,0,0,126.97,1.23,95.4,75.3
2021-09-02,23.3,7.4,0,0,144.63,1.64,89.6,71.4
2021-09-03,20.4,1.4,1,0,122.08,2.07,91.3,84.7
2021-09-04,25.6,0.0,0,0,153.22,1.64,91.2,74.1
2021-09-05,23.5,2.2,0,0,152.89,1.45,93.2,72.6
2021-09-06,18.2,2.1,0,0,138.98,2.09,87.8,73.7
2021-09-07,21.8,6.4,1,0,180.29,1.56,97.3,75.0
2021-09-08,22.8,4.1,0,0,173.03,1.69,93.3,72.2
2021-09-09,18.7,11.7,0,0,133.33,1.59,91.6,77.8
2021-09-10,21.2,4.6,0,0,161.22,1.19,91.1,68.9
2021-09-11,18.9,2.8,0,0,188.32,1.28,93.3,75.0
2021-09-12,21.3,2.4,0,0,155.3,1.32,91.5,72.6
2021-09-13,19.9,0.3,0,0,128.57,1.75,93.0,78.1
2021-09-14,21.1,10.7,0,0,124.51,1.64,93.0,72.8
2021-09-15,19.4,5.0,0,0,134.11,1.83,91.6,72.5
2021-09-16,20.1,11.6,0,0,151.82,1.36,89.7,70.6
2021-09-17,21.7,6.5,1,0,130.63,1.4,90.1,70.5
2021-09-18,19.2,3.2,0,0,131.82,1.53,93.5,65.6
2021-09-19,21.3,0.5,1,0,144.47,1.59,88.6,65.2
2021-09-20,21.6,1.9,0,0,152.09,1.92,92.9,70.8
2021-09-21,18.3,18.2,0,0,165.07,1.14,92.5,75.1
2021-09-22,18.2,2.7,0,0,133.4,1.51,91.7,61.7
2021-09-23,15.3,10.0,0,0,157.58,1.59,91.9,67.3
2021-09-24,20.3,2.9,1,0,136.73,1.42,91.2,62.4
2021-09-25,20.1,8.3,0,0,131.37,1.74,90.5,66.6
2021-09-26,17.3,1.6,0,0,139.16,1.62,89.3,56.4
2021-09-27,18.1,1.1,1,0,127.92,1.78,93.5,65.2
2021-09-28,19.0,1.8,0,0,157.3,1.55,91.0,69.3
2021-09-29,16.7,6.4,0,0,127.19,1.63,92.8,68.7
2021-09-30,20.6,19.5,0,0,123.48,1.8,88.5,78.7
2021-10-01,19.9,0.7,0,0,173.24,1.32,90.4,67.5
2021-10-02,17.4,1.9,0,0,162.45,2.26,90.8,62.9
2021-10-03,19.7,0.4,0,0,158.55,2.02,88.8,66.4
2021-10-04,18.1,10.6,0,0,113.54,1.11,88.3,64.3
2021-10-05,18.1,3.2,0,1,123.7,1.9,89.6,60.2
2021-10-06,20.4,9.8,1,0,111.13,1.23,90.4,66.4
2021-10-07,19.7,2.6,0,0,143.38,1.61,90.6,66.9
2021-10-08,19.3,9.1,0,0,124.52,1.21,86.7,63.8
2021-10-09,17.2,4.5,0,0,151.48,1.37,88.9,62.3
2021-10-10,17.8,5.5,0,0,144.52,1.97,87.7,63.5
2021-10-11,16.0,7.4,0,0,133.76,1.7,88.2,67.5
2021-10-12,18.5,14.3,1,0,132.59,2.02,91.6,62.5
2021-10-13,17.8,5.2,1,0,140.8,1.2,92.0,59.1
2021-10-14,16.6,13.3,0,0,124.09,1.47,91.2,60.4
2021-10-15,17.1,3.9,0,0,135.76,1.81,95.9,63.2
2021-10-16,16.1,0.1,0,0,135.98,1.14,92.1,67.5
2021-10-17,16.1,1.8,0,0,121.35,1.79,93.0,63.7
2021-10-18,17.0,2.3,0,0,104.04,1.17,91.9,61.3
2021-10-19,18.2,4.9,0,0,170.32,1.81,89.4,60.2
2021-10-20,16.7,7.6,1,0,123.14,1.35,89.0,66.9
2021-10-21,16.0,7.2,1,0,139.56,1.75,91.6,60.5
2021-10-22,17.1,3.8,0,0,131.44,1.5,89.9,60.8
2021-10-23,16.4,4.7,0,0,131.52,1.26,87.0,64.3
2021-10-24,16.4,14.0,0,0,129.86,1.2,93.4,60.9
2021-10-25,12.8,2.7,0,0,139.26,1.58,88.8,55.0
2021-10-26,15.5,9.9,0,0,143.9,1.62,89.7,51.5
2021-10-27,13.8,2.0,0,0,160.94,1.57,93.5,59.0
2021-10-28,15.8,12.2,0,0,135.44,1.65,89.0,61.6
2021-10-29,12.9,3.5,0,0,122.61,1.56,93.8,62.7
2021-10-30,16.5,27.2,0,0,128.0,2.05,90.2,53.9
2021-10-31,14.3,26.3,0,0,138.55,1.55,92.3,52.8
2021-11-01,13.0,5.7,0,1,127.97,1.68,85.5,58.2
2021-11-02,11.9,10.4,0,0,133.87,1.5,83.7,58.9
2021-11-03,13.7,17.7,0,0,121.1,1.57,89.9,64.8
2021-11-04,11.7,14.5,0,0,122.97,2.04,84.8,51.9
2021-11-05,13.5,14.1,0,0,148.38,1.23,87.5,42.2
2021-11-06,16.4,12.0,0,0,149.0,0.85,88.5,62.4
2021-11-07,14.9,6.8,0,0,146.28,1.33,88.7,53.8
2021-11-08,14.1,3.1,0,0,182.55,1.22,86.6,58.6
2021-11-09,12.7,24.8,0,0,123.04,1.84,89.5,53.8
2021-11-10,15.1,8.8,0,0,188.54,1.17,86.7,52.8
2021-11-11,13.2,12.9,0,0,145.23,1.1,89.8,53.5
2021-11-12,14.8,5.1,0,0,127.75,1.98,88.3,55.9
2021-11-13,14.6,10.0,0,0,168.74,1.48,87.7,52.9
2021-11-14,15.2,5.9,0,0,136.37,1.29,92.6,44.8
2021-11-15,12.1,5.4,0,0,175.82,0.81,89.6,50.1
2021-11-16,12.5,4.8,1,0,137.9,1.87,88.3,48.9
2021-11-17,14.7,12.2,0,0,156.22,1.16,85.3,56.9
2021-11-18,11.1,4.0,0,0,164.88,1.45,90.0,44.7
2021-11-19,14.8,2.5,0,0,150.67,1.22,86.2,59.0
2021-11-20,10.7,2.8,0,0,136.25,1.4,89.0,47.5
2021-11-21,14.1,17.3,0,0,140.23,1.45,89.1,40.4
2021-11-22,10.8,0.8,0,0,146.55,1.95,89.6,49.3
2021-11-23,12.3,0.6,1,0,122.79,1.79,86.4,43.3
2021-11-24,13.9,10.9,0,0,132.14,1.49,86.5,51.9
2021-11-25,12.7,2.9,0,0,116.69,1.11,87.1,52.6
2021-11-26,10.9,3.9,0,0,111.8,1.68,88.6,44.4
2021-11-27,14.1,4.4,0,0,123.25,1.67,86.9,48.3
2021-11-28,11.4,6.1,0,0,148.76,1.73,89.0,49.6
2021-11-29,13.7,3.8,0,0,135.93,1.67,89.7,55.2
2021-11-30,11.1,0.9,0,0,103.08,1.57,86.7,43.6
2021-12-01,16.1,12.4,1,1,148.93,0.98,84.0,58.8
2021-12-02,12.6,6.6,0,0,123.12,1.51,84.3,56.1
2021-12-03,13.6,4.9,0,0,130.31,1.56,90.6,48.0
2021-12-04,13.3,2.1,0,0,165.06,1.44,83.7,52.0
2021-12-05,11.2,6.0,0,0,125.67,1.04,86.5,45.7
2021-12-06,13.8,1.1,0,0,127.77,1.89,87.4,46.3
2021-12-07,12.0,20.3,0,0,117.17,1.5,87.0,55.8
2021-12-08,10.2,3.4,0,1,133.6,1.1,90.4,41.3
2021-12-09,14.1,9.9,0,0,105.35,1.27,86.3,45.2
2021-12-10,10.8,41.3,0,0,123.82,1.83,88.6,44.2
2021-12-11,14.1,1.1,0,0,131.22,1.22,81.7,46.4
2021-12-12,10.8,8.0,0,0,135.01,1.28,86.4,47.8
2021-12-13,12.4,6.3,0,0,127.64,1.35,88.7,52.2
2021-12-14,9.5,4.6,1,0,153.78,1.64,89.3,45.9
2021-12-15,11.7,19.7,0,0,122.2,1.66,86.8,46.9
2021-12-16,14.9,3.6,1,0,106.98,1.53,86.6,60.5
2021-12-17,11.5,0.2,0,0,121.95,1.47,84.6,42.7
2021-12-18,12.2,13.5,0,0,142.76,1.54,85.8,55.3
2021-12-19,13.3,5.4,0,0,153.34,1.28,86.5,44.6
2021-12-20,12.9,3.9,0,0,134.78,1.17,85.1,42.8
2021-12-21,14.5,6.3,0,0,128.63,1.33,83.2,43.5
2021-12-22,14.0,14.1,0,0,147.78,1.63,86.3,49.4
2021-12-23,11.5,11.6,0,0,126.96,1.98,83.6,48.7
2021-12-24,12.7,11.2,0,0,102.09,1.43,88.7,48.4
2021-12-25,8.2,0.1,0,1,161.61,1.79,84.9,50.3
2021-12-26,14.4,1.6,0,0,136.08,1.13,86.4,45.8
2021-12-27,13.8,3.9,0,0,129.16,1.75,85.3,48.6
2021-12-28,12.0,6.5,0,0,120.78,1.26,86.0,49.5
2021-12-29,12.5,2.7,0,0,126.83,1.75,85.5,49.5
2021-12-30,14.1,5.6,0,0,118.43,1.5,84.8,38.0
2021-12-31,11.0,14.1,0,0,150.93,1.54,90.1,49.0
2022-01-01,13.5,0.9,0,1,142.84,7.98,80.1,50.3
2022-01-02,9.9,0.3,0,0,120.32,7.99,81.4,50.6
2022-01-03,13.8,1.3,0,0,120.62,8.07,78.1,40.6
2022-01-04,9.7,18.1,0,0,138.35,8.39,76.9,42.2
2022-01-05,10.6,0.4,0,0,98.52,7.75,79.8,49.0
2022-01-06,10.3,0.8,0,0,112.66,7.83,81.9,50.1
2022-01-07,11.9,57.3,0,0,134.41,8.12,81.2,42.9
2022-01-08,12.6,1.2,0,0,127.31,8.0,80.9,53.4
2022-01-09,14.3,6.1,0,0,99.42,7.55,79.7,47.2
2022-01-10,12.2,17.6,0,0,107.22,8.23,80.6,58.8
2022-01-11,11.5,5.6,0,0,126.29,7.83,80.2,52.2
2022-01-12,12.9,0.3,0,0,142.24,8.53,79.1,50.2
2022-01-13,14.9,12.9,0,0,160.72,8.25,76.0,49.7
2022-01-14,12.8,5.6,0,0,113.74,7.82,78.7,41.5
2022-01-15,14.2,3.7,0,0,111.71,8.64,77.5,59.2
2022-01-16,14.0,11.1,0,0,100.6,8.0,79.2,59.0
2022-01-17,12.0,2.0,0,0,141.22,7.93,80.8,55.2
2022-01-18,14.8,24.3,0,0,132.7,8.4,81.8,55.0
2022-01-19,12.9,0.4,0,0,117.56,8.09,78.8,54.8
2022-01-20,14.5,0.4,0,0,117.76,7.59,79.4,53.0
2022-01-21,14.7,57.5,0,0,130.07,8.15,78.6,49.7
2022-01-22,13.9,20.8,0,0,159.2,8.13,80.3,44.1
2022-01-23,13.6,6.5,0,0,132.7,8.1,80.6,44.0
2022-01-24,14.0,0.6,0,0,97.05,8.33,77.1,50.1
2022-01-25,12.0,2.5,0,0,113.66,7.87,77.3,55.7
2022-01-26,15.9,7.8,1,0,125.0,7.94,79.6,52.3
2022-01-27,14.8,32.3,0,0,127.52,8.18,80.3,42.3
2022-01-28,11.4,1.8,0,0,155.74,7.37,79.9,52.9
2022-01-29,14.1,10.4,0,0,153.26,7.77,79.2,50.8
2022-01-30,12.3,10.5,0,0,119.78,7.71,77.3,49.7
2022-01-31,17.4,1.3,0,0,114.96,7.76,79.8,59.5
2022-02-01,13.2,2.8,0,0,156.16,7.9,77.1,46.8
2022-02-02,13.6,9.2,0,0,97.34,7.98,78.3,51.6
2022-02-03,15.4,3.6,0,0,145.26,8.19,73.3,49.0
2022-02-04,14.7,25.0,0,0,142.15,8.02,75.5,57.0
2022-02-05,14.3,3.2,0,0,122.02,8.14,77.9,58.1
2022-02-06,13.5,5.8,0,0,454.96,8.41,78.0,50.8
2022-02-07,16.4,10.9,0,0,137.82,8.68,78.5,56.9
2022-02-08,14.3,6.5,0,0,125.99,8.37,79.2,48.6
2022-02-09,14.9,2.4,0,0,116.33,8.26,80.0,56.7
2022-02-10,12.7,2.9,0,0,122.08,8.17,75.7,49.5
2022-02-11,14.2,15.0,0,0,142.56,8.03,77.2,55.9
2022-02-12,15.8,11.0,0,0,111.0,8.01,78.4,64.1
2022-02-13,15.8,0.1,0,0,135.57,8.0,78.2,46.3
2022-02-14,14.4,5.7,0,0,138.76,8.17,76.8,51.7
2022-02-15,16.0,11.8,0,0,112.77,8.27,80.1,53.2
2022-02-16,15.7,4.8,0,0,136.75,7.87,79.0,56.5
2022-02-17,13.2,4.4,0,0,124.57,8.74,75.0,60.2
2022-02-18,15.8,2.1,0,0,122.34,8.35,79.0,62.2
2022-02-19,16.1,5.8,0,0,127.61,8.24,80.5,65.3
2022-02-20,17.5,18.2,0,0,132.42,7.82,79.3,60.2
2022-02-21,15.6,9.8,0,0,167.98,8.04,81.9,56.6
2022-02-22,16.2,5.3,0,0,116.06,8.05,73.4,52.2
2022-02-23,18.4,11.6,0,0,117.96,8.19,78.1,57.3
2022-02-24,16.9,13.1,0,0,106.27,8.52,78.9,61.3
2022-02-25,17.4,7.2,1,0,139.5,8.22,77.1,47.8
2022-02-26,17.5,0.1,0,0,148.85,7.6,79.1,57.7
2022-02-27,18.6,3.5,0,0,145.12,8.12,78.4,60.0
2022-02-28,16.5,4.6,0,0,94.91,8.14,77.4,52.1
2022-03-01,17.0,3.7,0,0,137.88,8.23,79.7,61.9
2022-03-02,16.4,1.5,0,0,113.55,8.33,76.4,58.7
2022-03-03,15.0,2.5,0,0,168.42,8.3,79.1,57.1
2022-03-04,16.7,8.5,0,0,125.07,7.89,79.0,63.9
2022-03-05,13.9,4.9,0,0,138.12,8.43,75.2,65.6
2022-03-06,19.4,9.5,0,0,110.87,8.3,80.0,60.4
2022-03-07,16.1,4.5,0,0,129.15,8.39,79.5,62.7
2022-03-08,17.9,1.2,0,0,161.04,8.35,79.8,67.0
2022-03-09,17.6,1.5,0,0,125.42,7.86,79.5,63.8
2022-03-10,18.8,0.0,0,0,119.08,8.05,79.9,66.9
2022-03-11,13.8,22.5,0,0,95.3,8.51,80.1,70.0
2022-03-12,19.9,3.3,0,0,111.11,8.16,74.9,62.4
2022-03-13,20.5,3.8,0,0,115.25,8.18,81.0,63.4
2022-03-14,20.5,0.9,1,0,145.91,8.6,79.2,60.0
2022-03-15,18.3,8.7,0,0,137.8,7.9,79.0,64.5
2022-03-16,19.2,1.9,0,0,125.8,7.86,77.1,60.5
2022-03-17,21.6,22.2,0,0,94.09,7.97,77.8,66.4
2022-03-18,19.1,26.4,0,0,129.52,7.96,81.9,69.7
2022-03-19,21.6,0.8,0,0,107.42,8.31,79.3,61.8
2022-03-20,20.3,2.0,0,0,166.39,8.1,78.7,76.2
2022-03-21,19.4,6.6,0,0,112.32,8.36,78.0,79.5
2022-03-22,18.6,8.5,0,0,101.27,8.12,78.9,71.8
2022-03-23,20.7,2.0,0,0,130.31,8.13,75.7,64.1
2022-03-24,19.7,2.4,0,0,139.31,7.9,73.9,67.8
2022-03-25,23.0,0.6,0,0,136.9,7.39,78.3,66.1
2022-03-26,21.8,1.0,0,0,152.73,8.04,79.8,61.3
2022-03-27,19.4,5.5,0,0,148.85,7.82,80.5,68.6
2022-03-28,21.7,0.5,0,0,117.98,7.8,78.2,81.9
2022-03-29,20.2,12.6,0,0,124.11,8.34,79.5,66.4
2022-03-30,20.7,0.1,0,0,137.79,8.01,77.8,78.7
2022-03-31,21.7,3.3,0,0,60.87,8.26,77.1,68.1
2022-04-01,20.5,1.9,0,0,128.26,7.94,78.9,63.8
2022-04-02,21.6,6.5,0,0,163.29,8.2,78.1,71.9
2022-04-03,23.7,2.6,0,0,187.32,8.22,76.6,68.6
2022-04-04,22.9,7.4,0,0,139.54,7.84,79.9,70.9
